name  ,operation  ,dod  , age  ,unit  ,cod  
"Rivadeneira, Staff Sgt. Juan l.",Enduring Freedom,11/13/10,27,"2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Ahmed, Spec. Shane H.",Enduring Freedom,11/14/10,31,"1st Battalion, 327th Infantry Regiment, 1st Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Lillard, Spec. Nathan E.",Enduring Freedom,11/14/10,26,"1st Battalion, 327th Infantry Regiment, 1st Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Nagorski, Spe. Scott T.",Enduring Freedom,11/14/10,27,"1st Battalion, 327th Infantry Regiment, 1st Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Snow, Spec. Jesse A.",Enduring Freedom,11/14/10,29,"1st Battalion, 327th Infantry Regiment, 1st Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Warriner, Pfc. Christian M.",Enduring Freedom,11/14/10,19,"1st Battalion, 327th Infantry Regiment, 1st Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Senft, Staff Sgt. David P.",Enduring Freedom,11/15/10,27,"5th Battalion, 101st Aviation Regiment, 101st Combat Aviation Brigade, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",non-combat
"Locht, Lt. Col. Gwendolyn A.",Enduring Freedom,11/16/10,46,"96th Inpatient Operations Squadron, Eglin Air Force Base, Fla.",non-combat
"Ortiz Rivera, Staff Sgt. Javier O.",Enduring Freedom,11/16/10,26,"1st Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Pape, Staff Sgt. Kevin M.",Enduring Freedom,11/16/10,30,"1st Battalion, 75th Ranger Regiment, Hunter Army Airfield, Ga.",hostile action
"Culbreth, Spec. Justin E.",Enduring Freedom,11/17/10,26,"1st Battalion, 187th Infantry Regiment, 3rd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Holder, Pfc. Kyle M.",Enduring Freedom,11/17/10,18,"1st Squadron, 38th Cavalry Regiment (Reconnaissance and Surveillance), 525th Battlefield Surveillance Brigade, XVIII Airborne Corps, Fort Bragg, N.C.",non-combat
"Gandy, Staff Sgt. Loleni W.",Iraqi Freedom,11/19/10,36,"103rd Expeditionary Sustainment Command, Des Moines, Iowa",non-combat
"Smith, Sgt. Jason T.",Enduring Freedom,11/19/10,28,"Explosive Ordnance Disposal Branch, Headquarters and Headquarters Squadron, Marine Corps Air Station Iwakuni, Marine Corps Bases Japan, Iwakuni, Japan",hostile action
"Robinson, Sgt. David S.",Enduring Freedom,11/20/10,25,"2nd Squadron, 2nd Stryker Cavalry Regiment, Vilseck, Germany",non-combat
"Luff Jr., Sgt. David J.",Iraqi Freedom,11/21/10,29,"1st Battalion, 27th Infantry Regiment, 2nd Brigade Combat Team, 25th Infantry Division, Schofield Barracks, Hawaii",hostile action
"Flannery, Staff Sgt. Sean M.",Enduring Freedom,11/22/10,29,"2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Middleton, Spec. William K.",Enduring Freedom,11/22/10,26," 2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Buenagua, Lance Cpl. Ardenjoseph /.",Enduring Freedom,11/24/10,19,"1st Combat Engineer Battalion, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Donnelly IV, 1st Lt. William J.",Enduring Freedom,11/25/10,27,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Harris, Pvt. Devon J.",Enduring Freedom,11/27/10,24,"Brigade Special Troops Battalion, 10th Mountain Division, at Ft. Polk, La.",hostile action
"Gassen, Pfc. Jacob A.",Enduring Freedom,11/29/10,21,"1st Squadron, 61st Cavalry Regiment, 4th Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Jarvis, Sgt. 1st Class Barry E.",Enduring Freedom,11/29/10,36,"1st Squadron, 61st Cavalry Regiment, 4th Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"McLain, Pfc. Buddy W.",Enduring Freedom,11/29/10,24,"1st Squadron, 61st Cavalry Regiment, 4th Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Oakes, Staff Sgt. Curtis A.",Enduring Freedom,11/29/10,29,"1st Squadron, 61st Cavalry Regiment, 4th Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Ramsey, Spec. Matthew W.",Enduring Freedom,11/29/10,22,"1st Squadron, 61st Cavalry Regiment, 4th Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Staggs, Pfc. Austin G.",Enduring Freedom,11/29/10,19,"1st Squadron, 61st Cavalry Regiment, 4th Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Milley, 1st. Lt. Scott F.",Enduring Freedom,11/30/10,23,"2nd Battalion, 30th Infantry Regiment, 4th Brigade Combat Team, 10th Mountain Division, Fort Polk, La.",hostile action
"Wade, Cpl. Chad S.",Enduring Freedom,12/1/10,22,"2nd Battalion, 1st Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Abbate, Sgt. Matthew T.",Enduring Freedom,12/2/10,26,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Thode, Sgt. 1st Class James E.",Enduring Freedom,12/2/10,45,"1457th Engineer Battalion, 204th Maneuver Enhancement Brigade, Salt Lake City, Utah",IED
"Scott, Lance Cpl. Lucas C.",Enduring Freedom,12/3/10,20,"2nd Battalion, 6th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Ashlock, Staff Sgt. Vincent W.",Enduring Freedom,12/4/10,45,"890th Engineer Battalion, 168th Engineer Brigade, Lucedale, Miss.",non-combat
"Aleman, Sgt. Nicholas J.",Enduring Freedom,12/5/10,24,"Deployment Processing Command-East, Camp Lejeune, N.C.",hostile action
"Reeves, Staff Sgt. Jason A.",Enduring Freedom,12/5/10,32,"2nd Military Intelligence Battalion, 66th Military Intelligence Brigade, Hohenfels, Germany",IED
"Rusk, Pfc.. Colton W.",Enduring Freedom,12/6/10,20,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Wyatt, Cpl. Derek A.",Enduring Freedom,12/6/10,25,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Peto, Sgt. Jason D.",Enduring Freedom,12/7/10,31,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Ayube, II, Sgt. James A.",Enduring Freedom,12/8/10,25,"3rd Squadron, 2nd Stryker Cavalry Regiment, Vilseck, Germany",IED
"Finch, Pfc. David D.",Iraqi Freedom,12/8/10,24,"2nd Squadron, 3rd Armored Cavalry Regiment, Fort Hood, Texas",hostile action
"Geary, Lance Cpl. Michael E.",Enduring Freedom,12/8/10,20,"2nd Battalion, 9th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Mixon, Spec. Kelly J.",Enduring Freedom,12/8/10,23,"3rd Squadron, 2nd Stryker Cavalry Regiment, Vilseck, Germany",IED
"Green, Staff Sgt. Stacy A.",Enduring Freedom,12/10/10,34,"1st Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Goncalo, Spec. Ethan L.",Enduring Freedom,12/11/10,21,"1st Battalion, 181st Infantry Regiment, Worcester, Mass.",non-combat
"Collins, Cpl. Sean M.",Enduring Freedom,12/12/10,25,"2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Deans, Spec. Patrick D.",Enduring Freedom,12/12/10,22,"2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"McLawhorn Jr., , Cpl. Willie A.",Enduring Freedom,12/12/10,23,"2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Necochea Jr., Spec. Kenneth E.",Enduring Freedom,12/12/10,21,"2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Simonetta, Spec. Derek T.",Enduring Freedom,12/12/10,21,"2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Villacis, Spec. Jorge E.",Enduring Freedom,12/12/10,24,"2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Hernandez, Lance Cpl. Jose A.",Enduring Freedom,12/14/10,19,"1st Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Cutsforth, Spec. Sean R.",Enduring Freedom,12/15/10,22,"3rd Battalion, 187th Infantry Regiment, 3rd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Schmalstieg, Staff Sgt. Justin E.",Enduring Freedom,12/15/10,28,"1st Explosive Ordnance Disposal Company, 7th Engineer Support Battalion, 1st Marine Logistics Group, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Osterman, Cpl. Sean A.",Enduring Freedom,12/16/10,22,"2nd Reconnaissance Battalion, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Maldonado, Lance. Cpl. Jose L.",Enduring Freedom,12/17/10,21,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Torbert Jr., Cpl. Eric M.",Enduring Freedom,12/18/10,25,"1st Combat Engineer Battalion, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Javier Jr., Pfc. Conrado D.",Enduring Freedom,12/19/10,19,"3rd Squadron, 2nd Stryker Cavalry Regiment, Vilseck, Germany",IED
"Crouse IV, Lance Cpl. William H.",Enduring Freedom,12/21/10,22,"1st Battalion, 10th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Corzine, Lance Cpl. Kenneth A.",Enduring Freedom,12/24/10,23,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Misener, Sgt. Garrett A.",Enduring Freedom,12/27/10,25,"2nd Battalion, 9th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Nguyen, Cpl. Tevan L.",Enduring Freedom,12/28/10,21,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Beckerman, Sgt. Michael J.",Enduring Freedom,12/31/10,25,"2nd Brigade Support Troop Battalion, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Htaik, Lance Cpl. Maung P.",Enduring Freedom,1/1/11,20,"2nd Battalion, 9th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Cintron Rosado, Sgt. Jose M.",Iraqi Freedom,1/2/11,38,"1013th Engineer (Sapper) Company of the Puerto Rico Army National Guard, Aguadilla, Puerto Rico",IED
"Delgado Arroyo, Spec. Jose A.",Iraqi Freedom,1/2/11,41,"1013th Engineer (Sapper) Company of the Puerto Rico Army National Guard, Aguadilla, Puerto Rico",IED
"Tate, Cpl. Jacob A.",Enduring Freedom,1/2/11,21,"2nd Battalion, 9th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Nettleton, Sgt. Eric M.",Enduring Freedom,1/5/11,26,"1st Squadron, 2nd Stryker Cavalry Regiment, Vilseck, Germany",IED
"Pharris, Sgt. 1st Class Robert W.",Enduring Freedom,1/5/11,48,"Missouri National Guard Agri-Business Development Team IV, Jefferson City, Mo.",hostile action
"Romig, Spec. Christian J.",Enduring Freedom,1/5/11,24,"Missouri National Guard Agri-Business Development Team IV, Jefferson City, Mo.",hostile action
"Giese, Lance Cpl. Joseph R.",Enduring Freedom,1/7/11,24,"2nd Battalion, 9th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Hardin, Sgt. Ethan C.",Enduring Freedom,1/7/11,25,"2nd Battalion, 30th Infantry Regiment, 4th Brigade Combat Team, 10th Mountain Division, Fort Polk, La.",IED
"Laningham, IV, Pfc. Ira B.",Enduring Freedom,1/7/11,22,"2nd Battalion, 30th Infantry Regiment, 4th Brigade Combat Team, 10th Mountain Division, Fort Polk, La.",IED
"Near, Pfc. Robert J.",Enduring Freedom,1/7/11,21,"86th Signal Battalion, Fort Huachuca, Ariz.",other-unknown
"Aceves, Sgt. Omar",Enduring Freedom,1/12/11,30,"7th Engineer Battalion, 10th Sustainment Brigade, 10th Mountain Division, Fort Drum, N.Y.",IED
"Creamer, Sgt. Zainah C.",Enduring Freedom,1/12/11,28,"212th Military Police Detachment, Headquaters Battalion, Fort Belvoir, Va.",IED
"King, Spec. Jarrid L.",Enduring Freedom,1/12/11,20,"7th Engineer Battalion, 10th Sustainment Brigade, 10th Mountain Division, Fort Drum, N.Y.",IED
"Mooldyk, Maj. Evan J.",Enduring Freedom,1/12/11,47,"19th Sustainment Command, 377th Theater Sustainment Command, Belle Chasse, La.",non-combat
"Moore, Pfc. Benjamin G.",Enduring Freedom,1/12/11,23,"7th Engineer Battalion, 10th Sustainment Brigade, 10th Mountain Division, Fort Drum, N.Y.",IED
"Salmon, Pfc. Zachary S.",Enduring Freedom,1/12/11,21,"1st Battalion, 32nd Cavalry Regiment, 1st Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Bartley, Sgt. Michael P.",Iraqi Freedom,1/15/11,23,"1st Squadron, 9th Cavalry Regiment, 4th Brigade Combat Team, 1st Cavalry Division, Fort Hood, Texas",hostile action
"Lamar, Spec. Martin J.",Iraqi Freedom,1/15/11,43,"1st Squadron, 9th Cavalry Regiment, 4th Brigade Combat Team, 1st Cavalry Division, Fort Hood, Texas",hostile action
"Torre, Jr., Spec. Jose A.",Iraqi Freedom,1/15/11,21,"Special Troops Battalion, 2nd Advise and Assist Brigade, 1st Infantry Division, Fort Riley, Kan.",hostile action
"Evarts, Maj. Michael S.",Iraqi Freedom,1/17/11,41,"256th Combat Support Hospital, Twinsburg, Ohio",non-combat
"Whitehead, Cpl. Joseph C.",Enduring Freedom,1/17/11,22,"2nd Combat Engineer Battalion, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Cruz, Petty Officer Dominique",Enduring Freedom,1/19/11,26,"Operations Specialist to the USS Halsey homeported in San Diego, Calif. Halsey is currently deployed to the Fifth Fleet area of responsibility conducting maritime security operations.",other-unknown
"Lancaster, Spec. Joshua T.",Enduring Freedom,1/19/11,22,"184th Ordnance Battalion, 52nd Ordnance Group, Fort Campbell, Ky.",hostile action
"Amores, Sgt. Jason G.",Enduring Freedom,1/20/11,29,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Sinkler, Pfc. Amy R.",Enduring Freedom,1/20/11,23,"17th Combat Sustainment Support Battalion, 3rd Maneuver Enhancement Brigade, Fort Richardson, Alaska",hostile action
"Williams, Tech. Sgt. Leslie D.",Enduring Freedom,1/25/11,36,"4th Maintenance Group, Seymour Johnson Air Force Base, N.C.",non-combat
"Venetz Jr., Sgt. 1st Class Anthony",Enduring Freedom,1/28/11,30,"2nd Battalion, 7th Special Forces Group (Airborne), Fort Bragg, N.C.",non-combat
"Campbell, Spec. Joshua R.",Enduring Freedom,1/29/11,22,"264th Combat Sustainment Support Battalion, 82nd Sustainment Brigade, Fort Bragg, N.C.",IED
"Muhr, Spec. Shawn A.",Enduring Freedom,1/29/11,26,"264th Combat Sustainment Support Battalion, 82nd Sustainment Brigade, Fort Bragg, N.C.",IED
"Soltero, Spec. Omar",Enduring Freedom,1/31/11,28,"2nd Battalion, 4th Infantry Regiment, 4th Brigade Combat Team, 10th Mountain Division, Fort Polk, La.",IED
"Gartner, Spec. Ryan A.",Enduring Freedom,2/1/11,23,"201st Military Intelligence Battalion, Ft. Sam Houston, Joint Base San Antonio, Texas",non-combat
"Pyeatt, Sgt. Lucas T.",Enduring Freedom,2/5/11,24,"2nd Radio Battalion, II Marine Expeditionary Force Headquarters Group, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Carroll, Sgt. Patrick R.",Enduring Freedom,2/7/11,25,"319th Military Intelligence Battalion, 525th Battlefield Surveillance Brigade, XVIII Airborne Corps, Fort Bragg, N.C.",IED
"Swanson, Lance Cpl. Aaron M.",Enduring Freedom,2/7/11,21,"3rd Battalion, 25th Marine Regiment, 4th Marine Division, Marine Forces Reserve, Buffalo, N.Y.",hostile action
"Carse, Spec. Nathan B.",Enduring Freedom,2/8/11,32,"2nd Engineer Battalion, 176th Engineer Brigade, White Sands Missile Range, N.M.",IED
"Evans, Sgt. Lashawn D.",Iraqi Freedom,2/15/11,24,"1st Attack Reconnaissance Battalion, 1st Aviation Regiment, Combat Aviation Brigade, 1st Infantry Division,Fort Riley, Kan.",non-combat
"Hart, Staff Sgt. Bradley C.",Enduring Freedom,2/17/11,25,"U.S. Army Special Operations Command, Fort Bragg, N.C.",non-combat
"Johnson, Airman 1st Class Christoffer P.",Iraqi Freedom,2/17/11,20,"423rd Security Forces Squadron, Royal Air Force Alconbury, England",non-combat
"Owens, Airman 1st Class Corey C.",Iraqi Freedom,2/17/11,26,"47th Security Forces Squadron, Laughlin Air Force Base, Texas",non-combat
"Pilgeram, Spec. Jonathan A.",Enduring Freedom,2/17/11,22,"1st Battalion, 327th Infantry Regiment, 1st Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Deyoung, Sgt. Matthew J.",Enduring Freedom,2/18/11,26,"2nd Reconnaissance Battalion, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Carpenter, Lance Cpl. Andrew. P.",Enduring Freedom,2/19/11,27,"3rd Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Hidalgo, 1st Lt. Daren M.",Enduring Freedom,2/20/11,24,"3rd Squadron, 2nd Stryker Cavalry Regiment, Vilseck, Germany",IED
"Sisson Jr., Sgt. Robert C.",Enduring Freedom,2/21/11,29,"1st Battalion, 22nd Infantry Regiment, 1st Brigade Combat Team, 4th Infantry Division, Fort Carson, Colo.",non-combat
"Taylor, Cpl. Johnathan W.",Enduring Freedom,2/22/11,23,"2nd Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Firtamag, Staff Sgt. Jerome",Enduring Freedom,2/24/11,29,"96th Combat Support Battalion, 101st Combat Aviation Brigade, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",non-combat
"Gould, Sgt. Kristopher J.",Enduring Freedom,2/27/11,25,"2nd Battalion, 2nd Infantry Regiment, 3rd Brigade Combat Team, 1st Infantry Division, Fort Knox, Ky.",IED
"Tabada, Spec. Brian",Enduring Freedom,2/27/11,21,"1st Battalion, 327th Infantry Regiment, 1st Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Wilfahrt, Spec. Andrew C.",Enduring Freedom,2/27/11,31,"504th Military Police Battalion, 8th Military Police Brigade, 8th Theater Sustainment Command, Schofield Barracks, Hawaii",IED
"Fahey Jr., Pfc. David R.",Enduring Freedom,2/28/11,23,"504th Military Police Battalion, 42nd Military Police Brigade, Joint Base Lewis-McChord, Wash.",IED
