created,id,option__id,option__key,option__value,option__vote,person__bioguideid,person__birthday,person__cspanid,person__firstname,person__gender,person__gender_label,person__id,person__lastname,person__link,person__middlename,person__name,person__namemod,person__nickname,person__osid,person__pvsid,person__sortname,person__twitterid,person__youtubeid,vote__category,vote__category_label,vote__chamber,vote__chamber_label,vote__congress,vote__created,vote__id,vote__link,vote__missing_data,vote__number,vote__question,vote__question_details,vote__related_amendment,vote__related_bill,vote__required,vote__result,vote__session,vote__source,vote__source_label,vote__total_minus,vote__total_other,vote__total_plus,vote__vote_type,voter_type,voter_type_label
2013-09-29T00:16:00,29862876,436878,-,Nay,113830,N000015,2/14/49,6103,Richard,male,Male,400291,Neal,https://www.govtrack.us/congress/members/richard_neal/400291,E.,Rep. Richard Neal [D-MA1],,,N00000153,26895,"Neal, Richard (Rep.) [D-MA1]",RepRichardNeal,RepRichardENeal,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862665,436877,+,Yea,113830,N000181,10/1/73,1003553,Devin,male,Male,400297,Nunes,https://www.govtrack.us/congress/members/devin_nunes/400297,G.,Rep. Devin Nunes [R-CA22],,,N00007248,16725,"Nunes, Devin (Rep.) [R-CA22]",Rep_DevinNunes,RepDevinNunes,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862881,436878,-,Nay,113830,P000034,10/30/51,6107,Frank,male,Male,400308,Pallone,https://www.govtrack.us/congress/members/frank_pallone/400308,J.,Rep. Frank Pallone [D-NJ6],Jr.,,N00000781,26951,"Pallone, Frank (Rep.) [D-NJ6]",FrankPallone,repfrankpallone,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862882,436878,-,Nay,113830,P000096,1/25/37,45543,Bill,male,Male,400309,Pascrell,https://www.govtrack.us/congress/members/bill_pascrell/400309,J.,Rep. Bill Pascrell [D-NJ9],Jr.,,N00000751,478,"Pascrell, Bill (Rep.) [D-NJ9]",BillPascrell,RepPascrell,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862883,436878,-,Nay,113830,P000099,6/28/43,20628,Ed,male,Male,400310,Pastor,https://www.govtrack.us/congress/members/ed_pastor/400310,,Rep. Ed Pastor [D-AZ7],,,N00006397,26719,"Pastor, Ed (Rep.) [D-AZ7]",,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862670,436877,+,Yea,113830,P000588,8/24/47,12063,Stevan,male,Male,400313,Pearce,https://www.govtrack.us/congress/members/stevan_pearce/400313,E.,Rep. Stevan â€œSteveâ€ù Pearce [R-NM2],,Steve,N00012672,10655,"Pearce, Stevan â€œSteveâ€ù (Rep.) [R-NM2]",RepStevePearce,NMStevePearce,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862946,436880,0,Not Voting,113830,P000197,3/26/40,6153,Nancy,female,Female,400314,Pelosi,https://www.govtrack.us/congress/members/nancy_pelosi/400314,,Rep. Nancy Pelosi [D-CA12],,,N00007360,26732,"Pelosi, Nancy (Rep.) [D-CA12]",NancyPelosi,nancypelosi,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862888,436878,-,Nay,113830,P000258,6/29/44,23978,Collin,male,Male,400316,Peterson,https://www.govtrack.us/congress/members/collin_peterson/400316,Clark,Rep. Collin Peterson [D-MN7],,,N00004558,26926,"Peterson, Collin (Rep.) [D-MN7]",,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862672,436877,+,Yea,113830,P000265,5/28/40,3190,Thomas,male,Male,400318,Petri,https://www.govtrack.us/congress/members/thomas_petri/400318,E.,Rep. Thomas â€œTomâ€ù Petri [R-WI6],,Tom,N00004426,27139,"Petri, Thomas â€œTomâ€ù (Rep.) [R-WI6]",,TomPetri,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862674,436877,+,Yea,113830,P000373,10/10/39,11706,Joseph,male,Male,400320,Pitts,https://www.govtrack.us/congress/members/joseph_pitts/400320,R.,Rep. Joseph Pitts [R-PA16],,,N00001633,265,"Pitts, Joseph (Rep.) [R-PA16]",RepJoePitts,congressmanjoepitts,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862892,436878,-,Nay,113830,P000523,8/17/40,6748,David,male,Male,400326,Price,https://www.govtrack.us/congress/members/david_price/400326,E.,Rep. David Price [D-NC4],,,N00002260,119,"Price, David (Rep.) [D-NC4]",RepDavidEPrice,RepDavidPrice,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862894,436878,-,Nay,113830,R000011,5/20/49,8272,Nick,male,Male,400331,Rahall,https://www.govtrack.us/congress/members/nick_rahall/400331,J.,Rep. Nick Rahall [D-WV3],II,,N00002198,27133,"Rahall, Nick (Rep.) [D-WV3]",,NRAHALLWV03,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862895,436878,-,Nay,113830,R000053,6/11/30,1745,Charles,male,Male,400333,Rangel,https://www.govtrack.us/congress/members/charles_rangel/400333,B.,Rep. Charles Rangel [D-NY13],,,N00000964,26979,"Rangel, Charles (Rep.) [D-NY13]",cbrangel,RepRangel,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862689,436877,+,Yea,113830,R000395,12/31/37,6739,Harold,male,Male,400340,Rogers,https://www.govtrack.us/congress/members/harold_rogers/400340,,Rep. Harold â€œHalâ€ù Rogers [R-KY5],,Hal,N00003473,26875,"Rogers, Harold â€œHalâ€ù (Rep.) [R-KY5]",RepHalRogers,RepHalRogers,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862688,436877,+,Yea,113830,R000575,7/16/58,1014740,Mike,male,Male,400341,Rogers,https://www.govtrack.us/congress/members/mike_rogers/400341,,Rep. Mike Rogers [R-AL3],,,N00024759,5705,"Rogers, Mike (Rep.) [R-AL3]",RepMikeRogersAL,MikeRogersAL03,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862690,436877,+,Yea,113830,R000572,6/2/63,86133,Mike,male,Male,400342,Rogers,https://www.govtrack.us/congress/members/mike_rogers/400342,,Rep. Mike Rogers [R-MI8],,,N00009668,8751,"Rogers, Mike (Rep.) [R-MI8]",RepMikeRogers,RepMikeRogers,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862691,436877,+,Yea,113830,R000409,6/21/47,5590,Dana,male,Male,400343,Rohrabacher,https://www.govtrack.us/congress/members/dana_rohrabacher/400343,T.,Rep. Dana Rohrabacher [R-CA48],,,N00007151,26763,"Rohrabacher, Dana (Rep.) [R-CA48]",,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862694,436877,+,Yea,113830,R000435,7/15/52,3206,Ileana,female,Female,400344,Ros-Lehtinen,https://www.govtrack.us/congress/members/ileana_ros_lehtinen/400344,,Rep. Ileana Ros-Lehtinen [R-FL27],,,N00002858,26815,"Ros-Lehtinen, Ileana (Rep.) [R-FL27]",RosLehtinen,IleanaRosLehtinen,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862897,436878,-,Nay,113830,R000486,6/12/41,26136,Lucille,female,Female,400347,Roybal-Allard,https://www.govtrack.us/congress/members/lucille_roybal_allard/400347,,Rep. Lucille Roybal-Allard [D-CA40],,,N00006671,26766,"Roybal-Allard, Lucille (Rep.) [D-CA40]",RepRoybalAllard,RepRoybalAllard,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862698,436877,+,Yea,113830,R000487,10/12/51,28461,Edward,male,Male,400348,Royce,https://www.govtrack.us/congress/members/edward_royce/400348,R.,Rep. Edward â€œEdâ€ù Royce [R-CA39],,Ed,N00008264,26772,"Royce, Edward â€œEdâ€ù (Rep.) [R-CA39]",RepEdRoyce,RepEdRoyce,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862899,436878,-,Nay,113830,R000576,1/31/46,49155,C.,male,Male,400349,Ruppersberger,https://www.govtrack.us/congress/members/a_dutch_ruppersberger/400349,A. Dutch,Rep. A. Dutch Ruppersberger [D-MD2],,,N00025482,36130,"Ruppersberger, A. Dutch (Rep.) [D-MD2]",Call_Me_Dutch,ruppersberger,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862947,436880,0,Not Voting,113830,R000515,11/23/46,26127,Bobby,male,Male,400350,Rush,https://www.govtrack.us/congress/members/bobby_rush/400350,L.,Rep. Bobby Rush [D-IL1],,,N00004887,26831,"Rush, Bobby (Rep.) [D-IL1]",RepBobbyRush,CongressmanRush,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862700,436877,+,Yea,113830,R000570,1/29/70,57970,Paul,male,Male,400351,Ryan,https://www.govtrack.us/congress/members/paul_ryan/400351,D.,Rep. Paul Ryan [R-WI1],,,N00004357,26344,"Ryan, Paul (Rep.) [R-WI1]",reppaulryan,reppaulryan,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862900,436878,-,Nay,113830,R000577,7/16/73,1003608,Tim,male,Male,400352,Ryan,https://www.govtrack.us/congress/members/tim_ryan/400352,J.,Rep. Tim Ryan [D-OH13],,,N00025280,45638,"Ryan, Tim (Rep.) [D-OH13]",RepTimRyan,timryanvision,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862901,436878,-,Nay,113830,S001156,1/28/69,1003554,Linda,female,Female,400355,SÃ¡nchez,https://www.govtrack.us/congress/members/linda_sanchez/400355,T.,Rep. Linda SÃ¡nchez [D-CA38],,,N00024870,29674,"SÃ¡nchez, Linda (Rep.) [D-CA38]",replindasanchez,LindaTSanchez,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862902,436878,-,Nay,113830,S000030,1/7/60,45639,Loretta,female,Female,400356,Sanchez,https://www.govtrack.us/congress/members/loretta_sanchez/400356,B.,Rep. Loretta Sanchez [D-CA46],,,N00008274,203,"Sanchez, Loretta (Rep.) [D-CA46]",lorettasanchez,LorettaSanchezLive,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862904,436878,-,Nay,113830,S001145,5/26/44,57874,Janice,female,Female,400360,Schakowsky,https://www.govtrack.us/congress/members/janice_schakowsky/400360,D.,Rep. Janice â€œJanâ€ù Schakowsky [D-IL9],,Jan,N00004724,6387,"Schakowsky, Janice â€œJanâ€ù (Rep.) [D-IL9]",janschakowsky,repschakowsky,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862905,436878,-,Nay,113830,S001150,6/22/60,90167,Adam,male,Male,400361,Schiff,https://www.govtrack.us/congress/members/adam_schiff/400361,B.,Rep. Adam Schiff [D-CA28],,,N00009585,9489,"Schiff, Adam (Rep.) [D-CA28]",RepAdamSchiff,adamschiff,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862910,436878,-,Nay,113830,S001157,6/27/46,1003567,David,male,Male,400363,Scott,https://www.govtrack.us/congress/members/david_scott/400363,,Rep. David Scott [D-GA13],,,N00024871,7826,"Scott, David (Rep.) [D-GA13]",repdavidscott,RepDavidScott,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862909,436878,-,Nay,113830,S000185,4/30/47,25888,Robert,male,Male,400364,Scott,https://www.govtrack.us/congress/members/robert_scott/400364,C.,Rep. Robert â€œBobbyâ€ù Scott [D-VA3],,Bobby,N00002147,27117,"Scott, Robert â€œBobbyâ€ù (Rep.) [D-VA3]",repbobbyscott,repbobbyscott,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862707,436877,+,Yea,113830,S000244,6/14/43,1507,F.,male,Male,400365,Sensenbrenner,https://www.govtrack.us/congress/members/james_sensenbrenner/400365,James,Rep. James Sensenbrenner [R-WI5],Jr.,,N00004291,27142,"Sensenbrenner, James (Rep.) [R-WI5]",JimPressOffice,RepSensenbrenner,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862911,436878,-,Nay,113830,S000248,10/24/43,14306,JosÃ©,male,Male,400366,Serrano,https://www.govtrack.us/congress/members/jose_serrano/400366,E.,Rep. JosÃ© Serrano [D-NY15],,,N00001813,26981,"Serrano, JosÃ© (Rep.) [D-NY15]",repjoseserrano,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862708,436877,+,Yea,113830,S000250,3/22/55,36807,Pete,male,Male,400367,Sessions,https://www.govtrack.us/congress/members/pete_sessions/400367,A.,Rep. Pete Sessions [R-TX32],,,N00005681,288,"Sessions, Pete (Rep.) [R-TX32]",petesessions,PeteSessions,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862914,436878,-,Nay,113830,S000344,10/24/54,45124,Brad,male,Male,400371,Sherman,https://www.govtrack.us/congress/members/brad_sherman/400371,J.,Rep. Brad Sherman [D-CA30],,,N00006897,142,"Sherman, Brad (Rep.) [D-CA30]",BradSherman,shermanca27,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862709,436877,+,Yea,113830,S000364,2/21/58,30623,John,male,Male,400373,Shimkus,https://www.govtrack.us/congress/members/john_shimkus/400373,M.,Rep. John Shimkus [R-IL15],,,N00004961,246,"Shimkus, John (Rep.) [R-IL15]",RepShimkus,repshimkus,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862711,436877,+,Yea,113830,S001148,9/8/50,57889,Michael,male,Male,400376,Simpson,https://www.govtrack.us/congress/members/michael_simpson/400376,K.,Rep. Michael â€œMikeâ€ù Simpson [R-ID2],,Mike,N00006263,2917,"Simpson, Michael â€œMikeâ€ù (Rep.) [R-ID2]",CongMikeSimpson,CongMikeSimpson,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862917,436878,-,Nay,113830,S000480,8/14/29,1755,Louise,female,Female,400378,Slaughter,https://www.govtrack.us/congress/members/louise_slaughter/400378,McIntosh,Rep. Louise Slaughter [D-NY25],,,N00001311,26991,"Slaughter, Louise (Rep.) [D-NY25]",louiseslaughter,louiseslaughter,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862918,436878,-,Nay,113830,S000510,6/15/65,44329,Adam,male,Male,400379,Smith,https://www.govtrack.us/congress/members/adam_smith/400379,,Rep. Adam Smith [D-WA9],,,N00007833,845,"Smith, Adam (Rep.) [D-WA9]",RepAdamSmith,CongressmanAdamSmith,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862714,436877,+,Yea,113830,S000522,3/4/53,6411,Christopher,male,Male,400380,Smith,https://www.govtrack.us/congress/members/christopher_smith/400380,H.,Rep. Christopher â€œChrisâ€ù Smith [R-NJ4],,Chris,N00009816,26952,"Smith, Christopher â€œChrisâ€ù (Rep.) [R-NJ4]",,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862715,436877,+,Yea,113830,S000583,11/19/47,8884,Lamar,male,Male,400381,Smith,https://www.govtrack.us/congress/members/lamar_smith/400381,S.,Rep. Lamar Smith [R-TX21],,,N00001811,27097,"Smith, Lamar (Rep.) [R-TX21]",LamarSmithTX21,lamarsmithtexas21,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
