created,id,option__id,option__key,option__value,option__vote,person__bioguideid,person__birthday,person__cspanid,person__firstname,person__gender,person__gender_label,person__id,person__lastname,person__link,person__middlename,person__name,person__namemod,person__nickname,person__osid,person__pvsid,person__sortname,person__twitterid,person__youtubeid,vote__category,vote__category_label,vote__chamber,vote__chamber_label,vote__congress,vote__created,vote__id,vote__link,vote__missing_data,vote__number,vote__question,vote__question_details,vote__related_amendment,vote__related_bill,vote__required,vote__result,vote__session,vote__source,vote__source_label,vote__total_minus,vote__total_other,vote__total_plus,vote__vote_type,voter_type,voter_type_label
2013-09-29T00:16:00,29862916,436878,-,Nay,113830,S001165,1/26/51,1022293,Albio,male,Male,412186,Sires,https://www.govtrack.us/congress/members/albio_sires/412186,,Rep. Albio Sires [D-NJ8],,,N00027523,22510,"Sires, Albio (Rep.) [D-NJ8]",Rep_Albio_Sires,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862867,436878,-,Nay,113830,M001166,6/18/51,1021667,Jerry,male,Male,412189,McNerney,https://www.govtrack.us/congress/members/jerry_mcnerney/412189,,Rep. Jerry McNerney [D-CA9],,,N00026926,29474,"McNerney, Jerry (Rep.) [D-CA9]",RepMcNerney,RepJerryMcNerney,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862644,436877,+,Yea,113830,M001165,1/26/65,85231,Kevin,male,Male,412190,McCarthy,https://www.govtrack.us/congress/members/kevin_mccarthy/412190,,Rep. Kevin McCarthy [R-CA23],,,N00028152,28918,"McCarthy, Kevin (Rep.) [R-CA23]",GOPWhip,repkevinmccarthy,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862630,436877,+,Yea,113830,L000564,5/24/54,1022846,Doug,male,Male,412191,Lamborn,https://www.govtrack.us/congress/members/doug_lamborn/412191,,Rep. Doug Lamborn [R-CO5],,,N00028133,2698,"Lamborn, Doug (Rep.) [R-CO5]",RepDLamborn,CongressmanLamborn,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862885,436878,-,Nay,113830,P000593,5/1/53,1021382,Ed,male,Male,412192,Perlmutter,https://www.govtrack.us/congress/members/ed_perlmutter/412192,,Rep. Ed Perlmutter [D-CO7],,,N00027510,2653,"Perlmutter, Ed (Rep.) [D-CO7]",RepPerlmutter,RepPerlmutter,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862785,436878,-,Nay,113830,C001069,4/6/53,1021284,Joe,male,Male,412193,Courtney,https://www.govtrack.us/congress/members/joe_courtney/412193,,Rep. Joe Courtney [D-CT2],,,N00024842,30333,"Courtney, Joe (Rep.) [D-CT2]",repjoecourtney,repcourtney,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862772,436878,-,Nay,113830,C001066,8/20/66,1022874,Kathy,female,Female,412195,Castor,https://www.govtrack.us/congress/members/kathy_castor/412195,,Rep. Kathy Castor [D-FL14],,,N00027514,53825,"Castor, Kathy (Rep.) [D-FL14]",,RepKathyCastor,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862538,436877,+,Yea,113830,B001260,5/8/51,1021626,Vern,male,Male,412196,Buchanan,https://www.govtrack.us/congress/members/vern_buchanan/412196,,Rep. Vern Buchanan [R-FL16],,,N00027626,66247,"Buchanan, Vern (Rep.) [R-FL16]",VernBuchanan,vernbuchanan,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862835,436878,-,Nay,113830,J000288,10/2/54,1020576,Henry,male,Male,412199,Johnson,https://www.govtrack.us/congress/members/henry_johnson/412199,C.,Rep. Henry â€œHankâ€ù Johnson [D-GA4],Jr.,Hank,N00027848,68070,"Johnson, Henry â€œHankâ€ù (Rep.) [D-GA4]",RepHankJohnson,RepHankJohnson,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862695,436877,+,Yea,113830,R000580,9/13/61,1021912,Peter,male,Male,412202,Roskam,https://www.govtrack.us/congress/members/peter_roskam/412202,J.,Rep. Peter Roskam [R-IL6],,,N00004719,6382,"Roskam, Peter (Rep.) [R-IL6]",PeterRoskam,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862761,436878,-,Nay,113830,B001259,10/30/57,1020421,Bruce,male,Male,412208,Braley,https://www.govtrack.us/congress/members/bruce_braley/412208,L.,Rep. Bruce Braley [D-IA1],,,N00027464,57382,"Braley, Bruce (Rep.) [D-IA1]",brucebraley,repbrucebraley,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862853,436878,-,Nay,113830,L000565,12/23/52,1022883,David,male,Male,412209,Loebsack,https://www.govtrack.us/congress/members/david_loebsack/412209,,Rep. David Loebsack [D-IA2],,,N00027741,68964,"Loebsack, David (Rep.) [D-IA2]",daveloebsack,congressmanloebsack,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862940,436878,-,Nay,113830,Y000062,11/4/47,1021662,John,male,Male,412211,Yarmuth,https://www.govtrack.us/congress/members/john_yarmuth/412211,A.,Rep. John Yarmuth [D-KY3],,,N00028073,58579,"Yarmuth, John (Rep.) [D-KY3]",RepJohnYarmuth,RepJohnYarmuth,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862903,436878,-,Nay,113830,S001168,5/22/62,1022884,John,male,Male,412212,Sarbanes,https://www.govtrack.us/congress/members/john_sarbanes/412212,P.,Rep. John Sarbanes [D-MD3],,,N00027751,66575,"Sarbanes, John (Rep.) [D-MD3]",RepJohnSarbanes,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862730,436877,+,Yea,113830,W000798,4/12/51,1022844,Tim,male,Male,412213,Walberg,https://www.govtrack.us/congress/members/tim_walberg/412213,,Rep. Tim Walberg [R-MI7],,,N00026368,8618,"Walberg, Tim (Rep.) [R-MI7]",RepWalberg,RepWalberg,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862933,436878,-,Nay,113830,W000799,4/6/64,1018510,Timothy,male,Male,412214,Walz,https://www.govtrack.us/congress/members/timothy_walz/412214,James,Rep. Timothy Walz [D-MN1],,,N00027467,65443,"Walz, Timothy (Rep.) [D-MN1]",RepTimWalz,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862801,436878,-,Nay,113830,E000288,8/4/63,1022556,Keith,male,Male,412215,Ellison,https://www.govtrack.us/congress/members/keith_ellison/412215,Maurice,Rep. Keith Ellison [D-MN5],,,N00028257,38982,"Ellison, Keith (Rep.) [D-MN5]",keithellison,RepKeithEllison,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862521,436877,+,Yea,113830,B001256,4/6/56,1021492,Michele,female,Female,412216,Bachmann,https://www.govtrack.us/congress/members/michele_bachmann/412216,Marie,Rep. Michele Bachmann [R-MN6],,,N00027493,54675,"Bachmann, Michele (Rep.) [R-MN6]",MicheleBachmann,RepMicheleBachmann,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862713,436877,+,Yea,113830,S001172,12/19/70,1022845,Adrian,male,Male,412217,Smith,https://www.govtrack.us/congress/members/adrian_smith/412217,,Rep. Adrian Smith [R-NE3],,,N00027623,21284,"Smith, Adrian (Rep.) [R-NE3]",RepAdrianSmith,RepAdrianSmith,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862913,436878,-,Nay,113830,S001170,12/2/52,1021773,Carol,female,Female,412219,Shea-Porter,https://www.govtrack.us/congress/members/carol_shea_porter/412219,,Rep. Carol Shea-Porter [D-NH1],,,N00028091,65891,"Shea-Porter, Carol (Rep.) [D-NH1]",RepSheaPorter,RepCarolSheaPorter,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862776,436878,-,Nay,113830,C001067,11/21/64,1022875,Yvette,female,Female,412221,Clarke,https://www.govtrack.us/congress/members/yvette_clarke/412221,D.,Rep. Yvette Clarke [D-NY9],,,N00026961,44741,"Clarke, Yvette (Rep.) [D-NY9]",YvetteClarke,repyvetteclarke,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862620,436877,+,Yea,113830,J000289,2/17/64,1022879,Jim,male,Male,412226,Jordan,https://www.govtrack.us/congress/members/jim_jordan/412226,,Rep. Jim Jordan [R-OH4],,,N00027894,8158,"Jordan, Jim (Rep.) [R-OH4]",Jim_Jordan,RepJimJordan,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862780,436878,-,Nay,113830,C001068,5/24/49,1022876,Steve,male,Male,412236,Cohen,https://www.govtrack.us/congress/members/steve_cohen/412236,,Rep. Steve Cohen [D-TN9],,,N00003225,24340,"Cohen, Steve (Rep.) [D-TN9]",repcohen,repcohen,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862938,436878,-,Nay,113830,W000800,5/2/47,1019990,Peter,male,Male,412239,Welch,https://www.govtrack.us/congress/members/peter_welch/412239,,Rep. Peter Welch [D-VT0],,,N00000515,51272,"Welch, Peter (Rep.) [D-VT0]",PeterWelch,reppeterwelch,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862528,436877,+,Yea,113830,B001257,2/8/63,1022873,Gus,male,Male,412250,Bilirakis,https://www.govtrack.us/congress/members/gus_bilirakis/412250,M.,Rep. Gus Bilirakis [R-FL12],,,N00027462,17318,"Bilirakis, Gus (Rep.) [R-FL12]",RepGusBilirakis,RepGusBilirakis,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862537,436877,+,Yea,113830,B001262,5/14/46,1025092,Paul,male,Male,412252,Broun,https://www.govtrack.us/congress/members/paul_broun/412252,C.,Rep. Paul Broun [R-GA10],Jr.,,N00028986,70001,"Broun, Paul (Rep.) [R-GA10]",RepPaulBrounMD,RepPaulBroun,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862927,436878,-,Nay,113830,T000465,4/26/46,21764,Niki,female,Female,412254,Tsongas,https://www.govtrack.us/congress/members/niki_tsongas/412254,S.,Rep. Niki Tsongas [D-MA3],,,N00029026,89417,"Tsongas, Niki (Rep.) [D-MA3]",nikiinthehouse,RepTsongas,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862740,436877,+,Yea,113830,W000804,2/3/59,1028089,Robert,male,Male,412255,Wittman,https://www.govtrack.us/congress/members/robert_wittman/412255,J.,Rep. Robert Wittman [R-VA1],,,N00029459,58133,"Wittman, Robert (Rep.) [R-VA1]",RobWittman,RobWittman,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862634,436877,+,Yea,113830,L000566,4/18/56,1028071,Robert,male,Male,412256,Latta,https://www.govtrack.us/congress/members/robert_latta/412256,E.,Rep. Robert Latta [R-OH5],,,N00012233,9926,"Latta, Robert (Rep.) [R-OH5]",boblatta,CongressmanBobLatta,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862808,436878,-,Nay,113830,F000454,10/7/55,1027346,Bill,male,Male,412257,Foster,https://www.govtrack.us/congress/members/bill_foster/412257,,Rep. Bill Foster [D-IL11],,,N00029139,101632,"Foster, Bill (Rep.) [D-IL11]",RepBillFoster,RepBillFoster,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862770,436878,-,Nay,113830,C001072,10/16/74,1027364,AndrÃ©,male,Male,412258,Carson,https://www.govtrack.us/congress/members/andre_carson/412258,,Rep. AndrÃ© Carson [D-IN7],,,N00029513,84917,"Carson, AndrÃ© (Rep.) [D-IN7]",RepAndreCarson,repandrecarson,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862919,436878,-,Nay,113830,S001175,5/14/50,1027627,Jackie,female,Female,412259,Speier,https://www.govtrack.us/congress/members/jackie_speier/412259,,Rep. Jackie Speier [D-CA14],,,N00029649,8425,"Speier, Jackie (Rep.) [D-CA14]",repspeier,jackiespeierca12,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862703,436877,+,Yea,113830,S001176,10/6/65,1015311,Steve,male,Male,412261,Scalise,https://www.govtrack.us/congress/members/steve_scalise/412261,Joseph,Rep. Steve Scalise [R-LA1],,,N00009660,9026,"Scalise, Steve (Rep.) [R-LA1]",SteveScalise,RepSteveScalise,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862800,436878,-,Nay,113830,E000290,6/28/58,38535,Donna,female,Female,412263,Edwards,https://www.govtrack.us/congress/members/donna_edwards/412263,F.,Rep. Donna Edwards [D-MD4],,,N00028249,65085,"Edwards, Donna (Rep.) [D-MD4]",repdonnaedwards,RepDonnaFEdwards,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862547,436877,+,Yea,113830,C001075,9/28/57,1030546,Bill,male,Male,412269,Cassidy,https://www.govtrack.us/congress/members/bill_cassidy/412269,,Rep. Bill Cassidy [R-LA6],,,N00030245,69494,"Cassidy, Bill (Rep.) [R-LA6]",,RepBillCassidy,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862549,436877,+,Yea,113830,C001076,3/26/67,1031362,Jason,male,Male,412270,Chaffetz,https://www.govtrack.us/congress/members/jason_chaffetz/412270,,Rep. Jason Chaffetz [R-UT3],,,N00028958,103482,"Chaffetz, Jason (Rep.) [R-UT3]",jasoninthehouse,JasonChaffetz,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862551,436877,+,Yea,113830,C001077,3/19/55,1031340,Mike,male,Male,412271,Coffman,https://www.govtrack.us/congress/members/mike_coffman/412271,,Rep. Mike Coffman [R-CO6],,,N00024753,1535,"Coffman, Mike (Rep.) [R-CO6]",RepMikeCoffman,CongressmanCoffman,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862781,436878,-,Nay,113830,C001078,3/30/50,1015936,Gerald,male,Male,412272,Connolly,https://www.govtrack.us/congress/members/gerald_connolly/412272,E.,Rep. Gerald Connolly [D-VA11],,,N00029891,95078,"Connolly, Gerald (Rep.) [D-VA11]",GerryConnolly,repconnolly,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862577,436877,+,Yea,113830,F000456,7/5/51,1031345,John,male,Male,412275,Fleming,https://www.govtrack.us/congress/members/john_fleming/412275,,Rep. John Fleming [R-LA4],,,N00029679,108811,"Fleming, John (Rep.) [R-LA4]",RepFleming,larep04,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862816,436878,-,Nay,113830,G000556,3/13/58,1013409,Alan,male,Male,412276,Grayson,https://www.govtrack.us/congress/members/alan_grayson/412276,,Rep. Alan Grayson [D-FL9],,,N00028418,68184,"Grayson, Alan (Rep.) [D-FL9]",,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862599,436877,+,Yea,113830,G000558,2/18/64,1031343,Brett,male,Male,412278,Guthrie,https://www.govtrack.us/congress/members/brett_guthrie/412278,,Rep. Brett Guthrie [R-KY2],,,N00029675,18829,"Guthrie, Brett (Rep.) [R-KY2]",,BrettGuthrie,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
